address,latitude,longitude,city,state,postal_code,price,price_sqft,#bedrooms,#bathrooms,sqft,url
116 Kiram Ter SW,33.666064,-84.548894,Atlanta,GA,30331,250000,120,3,4,2068,https://www.zillow.com/homedetails/116-Kiram-Ter-SW-Atlanta-GA-30331/2103104602_zpid/
116 Lafayette Dr NE APT 16,33.790829,-84.376368,ATLANTA,GA,30309,345000,303,2,1,1136,https://www.zillow.com/homedetails/116-Lafayette-Dr-NE-APT-16-Atlanta-GA-30309/35898019_zpid/
116 Stratford Dr NW,33.75859,-84.488827,ATLANTA,GA,30311,39500,46,4,2,855,https://www.zillow.com/homedetails/116-Stratford-Dr-NW-Atlanta-GA-30311/35870791_zpid/
1160 Ewing Pl SW,33.730967,-84.426017,ATLANTA,GA,30310,65000,31,6,3,2092,https://www.zillow.com/homedetails/1160-Ewing-Pl-SW-Atlanta-GA-30310/35835765_zpid/
1160 Fair St SW,33.748822,-84.425557,ATLANTA,GA,30314,68000,66,6,2,1137,https://www.zillow.com/homedetails/1160-Fair-St-SW-Atlanta-GA-30314/35834881_zpid/
1160 Garibaldi St SW,33.723234,-84.399016,ATLANTA,GA,30310,35500,35,3,1,1000,https://www.zillow.com/homedetails/1160-Garibaldi-St-SW-Atlanta-GA-30310/35891184_zpid/
1160 Westmont Rd SW,33.723543,-84.437291,ATLANTA,GA,30311,85000,140,3,2,1425,https://www.zillow.com/homedetails/1160-Westmont-Rd-SW-Atlanta-GA-30311/35841561_zpid/
1161 Coleman St SW,33.723246,-84.404229,ATLANTA,GA,30310,60000,62,3,1,955,https://www.zillow.com/homedetails/1161-Coleman-St-SW-Atlanta-GA-30310/35891010_zpid/
1162 14TH Pl NE,33.786773,-84.379269,ATLANTA,GA,30309,435000,271,2,3,1600,https://www.zillow.com/homedetails/1162-14TH-Pl-NE-Atlanta-GA-30309/35898231_zpid/
1162 Franklin Cir NE,33.813084,-84.338753,ATLANTA,GA,30324,364000,179,4,3,2031,https://www.zillow.com/homedetails/1162-Franklin-Cir-NE-Atlanta-GA-30324/14532001_zpid/
1162 Mcdaniel St SW,33.723258,-84.401415,ATLANTA,GA,30310,34000,39,2,1,864,https://www.zillow.com/homedetails/1162-Mcdaniel-St-SW-Atlanta-GA-30310/35891144_zpid/
1162 Rennes Ct NE,33.889868,-84.341789,Brookhaven,GA,30319,570000,"570,000",1,2,1,https://www.zillow.com/homedetails/1162-Rennes-Ct-NE-Brookhaven-GA-30319/14572750_zpid/
1162 Weatherstone Dr NE,33.812173,-84.335858,ATLANTA,GA,30324,222000,176,2,2,1260,https://www.zillow.com/homedetails/1162-Weatherstone-Dr-NE-Atlanta-GA-30324/14532200_zpid/
1163 Oakland Dr SW,33.723262,-84.427739,ATLANTA,GA,30310,130000,91,3,2,1416,https://www.zillow.com/homedetails/1163-Oakland-Dr-SW-Atlanta-GA-30310/35841882_zpid/
1163 Wilmington Ave SW,33.724272,-84.426032,ATLANTA,GA,30310,39600,29,4,2,1344,https://www.zillow.com/homedetails/1163-Wilmington-Ave-SW-Atlanta-GA-30310/35836151_zpid/
1164 Weatherstone Dr NE,33.812097,-84.33587,ATLANTA,GA,30324,220000,174,2,2,1260,https://www.zillow.com/homedetails/1164-Weatherstone-Dr-NE-Atlanta-GA-30324/14532198_zpid/
1165 Love St SE,33.880578,-84.519589,SMYRNA,GA,30080,195000,206,2,1,944,https://www.zillow.com/homedetails/1165-Love-St-SE-Smyrna-GA-30080/14303320_zpid/
1165 Shoreham Dr,33.608756,-84.43118,ATLANTA,GA,30349,40000,26,3,2.5,1484,https://www.zillow.com/homedetails/1165-Shoreham-Dr-Atlanta-GA-30349/35794804_zpid/
1166 Alexandria Ct NE,33.875036,-84.341266,Brookhaven,GA,30319,470000,206,3,2.5,2276,https://www.zillow.com/homedetails/1166-Alexandria-Ct-NE-Brookhaven-GA-30319/14566404_zpid/
1166 Hidden Ridge Ln,33.951326,-84.340826,Dunwoody,GA,30338,560000,144,4,4,3868,https://www.zillow.com/homedetails/1166-Hidden-Ridge-Ln-Dunwoody-GA-30338/14583875_zpid/
1167 Hubbard St SW,33.723067,-84.402653,ATLANTA,GA,30310,156000,104,3,2.5,1488,https://www.zillow.com/homedetails/1167-Hubbard-St-SW-Atlanta-GA-30310/65441901_zpid/
1167 Oakland Dr SW,33.723105,-84.427744,ATLANTA,GA,30310,50000,41,3,2,1215,https://www.zillow.com/homedetails/1167-Oakland-Dr-SW-Atlanta-GA-30310/35841883_zpid/
1168 Briarcliff Rd NE,33.786738,-84.340633,ATLANTA,GA,30306,115000,100,2,1,1148,https://www.zillow.com/homedetails/1168-Briarcliff-Rd-NE-Atlanta-GA-30306/54452869_zpid/
1168 Clifton Rd NE,33.786821,-84.323734,ATLANTA,GA,30307,620000,167,5,4.5,3693,https://www.zillow.com/homedetails/1168-Clifton-Rd-NE-Atlanta-GA-30307/14508282_zpid/
1169 Oglethorpe Ave NE,33.853494,-84.341486,Brookhaven,GA,30319,320000,438,3,1.5,943,https://www.zillow.com/homedetails/1169-Oglethorpe-Ave-NE-Brookhaven-GA-30319/14550753_zpid/
117 Brickstone Dr,33.907087,-84.425526,SANDY SPRINGS,GA,30339,430000,137,4,4,3125,https://www.zillow.com/homedetails/117-Brickstone-Dr-Sandy-Springs-GA-30339/55019747_zpid/
117 Mcgill Park Ave NE,33.761959,-84.377268,ATLANTA,GA,30312,189000,194,1,1,971,https://www.zillow.com/homedetails/117-Mcgill-Park-Ave-NE-Atlanta-GA-30312/35878934_zpid/
1170 Haven Brook Way NE,33.876905,-84.341028,Brookhaven,GA,30319,427500,264,3,3,1618,https://www.zillow.com/homedetails/1170-Haven-Brook-Way-NE-Brookhaven-GA-30319/2091365607_zpid/
1170 N # A3,33.7865,-84.3522,Atlanta,GA,30306,240000,252,1,1,950,https://www.zillow.com/homedetails/1170-N-A3-Atlanta-GA-30306/35896000_zpid/
1170 N Highland Ave NE APT A7,33.786653,-84.356096,Atlanta,GA,30306,322000,266,2,2,1206,https://www.zillow.com/homedetails/1170-N-Highland-Ave-NE-APT-A7-Atlanta-GA-30306/35896004_zpid/
1170 N Highland Ave NE APT B1,33.786653,-84.356096,Atlanta,GA,30306,321000,256,2,2,1250,https://www.zillow.com/homedetails/1170-N-Highland-Ave-NE-APT-B1-Atlanta-GA-30306/35896022_zpid/
1170 N Highland Ave NE APT B7,33.78413,-84.35482,Atlanta,GA,30306,269000,222,2,2,1207,https://www.zillow.com/homedetails/1170-N-Highland-Ave-NE-APT-B7-Atlanta-GA-30306/2126573212_zpid/
1170 N Highland Ave NE APT B9,33.786653,-84.356096,Atlanta,GA,30306,182500,146,1,1,1250,https://www.zillow.com/homedetails/1170-N-Highland-Ave-NE-APT-B9-Atlanta-GA-30306/35896018_zpid/
1170 Pelly Cir NE,33.866879,-84.339379,Brookhaven,GA,30319,645000,149,4,4,4302,https://www.zillow.com/homedetails/1170-Pelly-Cir-NE-Brookhaven-GA-30319/2091373628_zpid/
1170 Pelly Cir NE,33.866879,-84.339379,Brookhaven,GA,30319,645000,149,4,4,4302,https://www.zillow.com/homedetails/1170-Pelly-Cir-NE-Brookhaven-GA-30319/54455248_zpid/
1170 Starline Dr SE,33.866033,-84.519607,SMYRNA,GA,30080,265000,197,3,2,1340,https://www.zillow.com/homedetails/1170-Starline-Dr-SE-Smyrna-GA-30080/14303048_zpid/
1170 Westmont Rd SW,33.723213,-84.437297,ATLANTA,GA,30311,183000,140,3,2,1304,https://www.zillow.com/homedetails/1170-Westmont-Rd-SW-Atlanta-GA-30311/35841559_zpid/
1171 Bluffhaven Way NE,33.900057,-84.345703,Brookhaven,GA,30319,659900,190,4,3.5,3457,https://www.zillow.com/homedetails/1171-Bluffhaven-Way-NE-Brookhaven-GA-30319/61924620_zpid/
1171 N Highland Ave NE,33.786642,-84.354976,ATLANTA,GA,30306,250000,226,2,2,1105,https://www.zillow.com/homedetails/1171-N-Highland-Ave-NE-Atlanta-GA-30306/35895415_zpid/
1171 Oakview Dr SE,33.870721,-84.519699,SMYRNA,GA,30080,190000,144,3,1,1312,https://www.zillow.com/homedetails/1171-Oakview-Dr-SE-Smyrna-GA-30080/14303118_zpid/
1171 Wedgewood Dr NW,33.787122,-84.475494,ATLANTA,GA,30318,45000,202,4,2,1250,https://www.zillow.com/homedetails/1171-Wedgewood-Dr-NW-Atlanta-GA-30318/35922921_zpid/
1173 Davis Pl NW,33.803689,-84.422927,ATLANTA,GA,30318,420000,208,4,4,2016,https://www.zillow.com/homedetails/1173-Davis-Pl-NW-Atlanta-GA-30318/88828419_zpid/
1174 Brookhaven North Cir NE,33.868723,-84.341479,Brookhaven,GA,30319,580000,196,4,4,2947,https://www.zillow.com/homedetails/1174-Brookhaven-North-Cir-NE-Brookhaven-GA-30319/2091365611_zpid/
1174 Brookhaven North Cir NE,33.868723,-84.341479,Brookhaven,GA,30319,580000,196,4,4,2947,https://www.zillow.com/homedetails/1174-Brookhaven-North-Cir-NE-Brookhaven-GA-30319/37774183_zpid/
1174 Cumberland Rd NE,33.79508,-84.34855,ATLANTA,GA,30306,1050000,350,4,5,3000,https://www.zillow.com/homedetails/1174-Cumberland-Rd-NE-Atlanta-GA-30306/14521112_zpid/
1174 Dolphin Dr SW,33.723314,-84.461432,ATLANTA,GA,30311,65000,53,3,2,1212,https://www.zillow.com/homedetails/1174-Dolphin-Dr-SW-Atlanta-GA-30311/35858401_zpid/
1174 Donnelly Ave SW,33.732402,-84.426412,ATLANTA,GA,30310,140000,110,2,1,1262,https://www.zillow.com/homedetails/1174-Donnelly-Ave-SW-Atlanta-GA-30310/35835733_zpid/
1174 Wilmington Ave SW,33.72376,-84.426419,ATLANTA,GA,30310,45000,59,2,1,752,https://www.zillow.com/homedetails/1174-Wilmington-Ave-SW-Atlanta-GA-30310/35836167_zpid/
1175 Beech Haven Rd NE,33.817293,-84.343461,ATLANTA,GA,30324,1310000,363,5,4.5,3610,https://www.zillow.com/homedetails/1175-Beech-Haven-Rd-NE-Atlanta-GA-30324/14532884_zpid/
1175 Coronation Dr,33.964372,-84.339952,ATLANTA,GA,30338,521650,128,5,4,4072,https://www.zillow.com/homedetails/1175-Coronation-Dr-Atlanta-GA-30338/14586743_zpid/
1175 Old Woodbine Rd,33.883941,-84.348903,SANDY SPRINGS,GA,30319,618500,196,4,4,3143,https://www.zillow.com/homedetails/1175-Old-Woodbine-Rd-Sandy-Springs-GA-30319/35905279_zpid/
1175 Oxford Rd NE,33.786748,-84.334351,ATLANTA,GA,30306,1200000,322,5,4,3715,https://www.zillow.com/homedetails/1175-Oxford-Rd-NE-Atlanta-GA-30306/14507944_zpid/
1175 Sheridan Rd NE,33.820253,-84.34919,ATLANTA,GA,30324,805000,235,4,4,3416,https://www.zillow.com/homedetails/1175-Sheridan-Rd-NE-Atlanta-GA-30324/35929614_zpid/
1175 Warfield St NW,33.78076,-84.425628,ATLANTA,GA,30318,345000,218,3,3,1578,https://www.zillow.com/homedetails/1175-Warfield-St-NW-Atlanta-GA-30318/65470445_zpid/
1177 Hancock Dr NE,33.787073,-84.345501,ATLANTA,GA,30306,635000,322,4,2,1972,https://www.zillow.com/homedetails/1177-Hancock-Dr-NE-Atlanta-GA-30306/14507826_zpid/
1177 Zimmer Dr NE,33.792133,-84.348754,ATLANTA,GA,30306,631700,314,3,1.5,2011,https://www.zillow.com/homedetails/1177-Zimmer-Dr-NE-Atlanta-GA-30306/14521038_zpid/
1178 Verdon Dr,33.961507,-84.340619,Dunwoody,GA,30338,386500,201,3,2,1916,https://www.zillow.com/homedetails/1178-Verdon-Dr-Dunwoody-GA-30338/14586705_zpid/
1179 Fair St SW,33.749264,-84.426265,ATLANTA,GA,30314,49900,51,2,2,964,https://www.zillow.com/homedetails/1179-Fair-St-SW-Atlanta-GA-30314/35834817_zpid/
118 Burbank Dr SW,33.751564,-84.428477,ATLANTA,GA,30314,32000,33,3,1,946,https://www.zillow.com/homedetails/118-Burbank-Dr-SW-Atlanta-GA-30314/35844123_zpid/
118 Dahlia Ave NW,33.756596,-84.462453,ATLANTA,GA,30314,26000,22,2,1,1170,https://www.zillow.com/homedetails/118-Dahlia-Ave-NW-Atlanta-GA-30314/35857234_zpid/
118 Kiram Ter SW,33.666128,-84.54881,Atlanta,GA,30331,254800,,7,8,--,https://www.zillow.com/homedetails/118-Kiram-Ter-SW-Atlanta-GA-30331/2104742843_zpid/
118 Sheridan Dr NE,33.832331,-84.38076,ATLANTA,GA,30305,380000,258,2,2,1470,https://www.zillow.com/homedetails/118-Sheridan-Dr-NE-Atlanta-GA-30305/121351181_zpid/
1180 Dolphin Dr SW,33.723171,-84.461434,ATLANTA,GA,30311,90900,111,4,2,1166,https://www.zillow.com/homedetails/1180-Dolphin-Dr-SW-Atlanta-GA-30311/35858400_zpid/
1180 Hill St SE,33.888889,-84.518825,SMYRNA,GA,30080,339500,216,3,3,1568,https://www.zillow.com/homedetails/1180-Hill-St-SE-Smyrna-GA-30080/14303433_zpid/
1180 Liberty Pkwy NW # 915,33.818944,-84.442869,ATLANTA,GA,30318,236500,178,3,4,1326,https://www.zillow.com/homedetails/1180-Liberty-Pkwy-NW-915-Atlanta-GA-30318/71759292_zpid/
1183 Merrill Ave SW,33.728968,-84.426448,Atlanta,GA,30310,185000,103,4,3,1792,https://www.zillow.com/homedetails/1183-Merrill-Ave-SW-Atlanta-GA-30310/35835851_zpid/
1183 Zimmer Dr NE,33.792324,-84.348364,ATLANTA,GA,30306,810500,198,4,4,4085,https://www.zillow.com/homedetails/1183-Zimmer-Dr-NE-Atlanta-GA-30306/14521037_zpid/
1184 Lavista Cir NE,33.817211,-84.349806,ATLANTA,GA,30324,297000,222,2,2,1334,https://www.zillow.com/homedetails/1184-Lavista-Cir-NE-Atlanta-GA-30324/92192051_zpid/
1186 Standard Dr NE,33.856168,-84.34167,Brookhaven,GA,30319,747000,187,5,5,3994,https://www.zillow.com/homedetails/1186-Standard-Dr-NE-Brookhaven-GA-30319/14558677_zpid/
1188 Cascade Rd SW,33.722753,-84.450339,ATLANTA,GA,30311,108000,76,2,2,1404,https://www.zillow.com/homedetails/1188-Cascade-Rd-SW-Atlanta-GA-30311/35853892_zpid/
1188 Joseph E Boone Blvd NW,33.763241,-84.426408,ATLANTA,GA,30314,39500,41,2,1,960,https://www.zillow.com/homedetails/1188-Joseph-E-Boone-Blvd-NW-Atlanta-GA-30314/35833980_zpid/
1188 Medlin St SE,33.87934,-84.519164,SMYRNA,GA,30080,407000,137,3,4,2956,https://www.zillow.com/homedetails/1188-Medlin-St-SE-Smyrna-GA-30080/120799788_zpid/
1189 Beech Valley Rd NE,33.797266,-84.348339,ATLANTA,GA,30306,630000,282,3,3,2234,https://www.zillow.com/homedetails/1189-Beech-Valley-Rd-NE-Atlanta-GA-30306/14521487_zpid/
1189 Mcdaniel St SW,33.722283,-84.401901,ATLANTA,GA,30310,30000,28,2,1,1038,https://www.zillow.com/homedetails/1189-Mcdaniel-St-SW-Atlanta-GA-30310/69376244_zpid/
1190 Hill St SE,33.88895,-84.518602,SMYRNA,GA,30080,349900,156,3,2.5,2232,https://www.zillow.com/homedetails/1190-Hill-St-SE-Smyrna-GA-30080/14303432_zpid/
1192 Citadel Dr NE,33.820641,-84.340695,ATLANTA,GA,30324,465000,297,3,2,1562,https://www.zillow.com/homedetails/1192-Citadel-Dr-NE-Atlanta-GA-30324/14532983_zpid/
1192 Stoneham Ct,33.612676,-84.431178,College Park,GA,30349,89000,52,3,3,1704,https://www.zillow.com/homedetails/1192-Stoneham-Ct-College-Park-GA-30349/35794693_zpid/
1193 Edie Ave SE,33.722384,-84.364696,ATLANTA,GA,30312,175000,742,5,3,807,https://www.zillow.com/homedetails/1193-Edie-Ave-SE-Atlanta-GA-30312/35869679_zpid/
1193 Kristen Cv,33.604439,-84.427979,ATLANTA,GA,30349,43000,38,3,2.5,1122,https://www.zillow.com/homedetails/1193-Kristen-Cv-Atlanta-GA-30349/35796991_zpid/
1194 Brookhaven Gln NE,33.880361,-84.341545,Brookhaven,GA,30319,425100,238,2,2.5,1785,https://www.zillow.com/homedetails/1194-Brookhaven-Gln-NE-Brookhaven-GA-30319/14567272_zpid/
1194 Brookstone Rd,33.605275,-84.428403,College Park,GA,30349,99000,52,3,3,1902,https://www.zillow.com/homedetails/1194-Brookstone-Rd-College-Park-GA-30349/70843116_zpid/
1194 Kristen Cv,33.604621,-84.42871,ATLANTA,GA,30349,88000,51,4,4,1712,https://www.zillow.com/homedetails/1194-Kristen-Cv-Atlanta-GA-30349/35796987_zpid/
1195 Cahaba Dr SW,33.722871,-84.449269,ATLANTA,GA,30311,269900,96,4,4,2800,https://www.zillow.com/homedetails/1195-Cahaba-Dr-SW-Atlanta-GA-30311/35854272_zpid/
1195 Milton Ter SE APT 1201,33.722433,-84.380364,ATLANTA,GA,30315,123000,111,2,2.5,1100,https://www.zillow.com/homedetails/1195-Milton-Ter-SE-APT-1201-Atlanta-GA-30315/71754747_zpid/
1195 Milton Ter SE APT 3102,33.722433,-84.380364,ATLANTA,GA,30315,114000,166,1,1,683,https://www.zillow.com/homedetails/1195-Milton-Ter-SE-APT-3102-Atlanta-GA-30315/71752247_zpid/
1195 Milton Ter SE APT 5104,33.722433,-84.380364,ATLANTA,GA,30315,201000,174,2,2,1149,https://www.zillow.com/homedetails/1195-Milton-Ter-SE-APT-5104-Atlanta-GA-30315/82616397_zpid/
1195 Milton Ter SE APT 5205,33.722966,-84.381885,ATLANTA,GA,30315,125000,132,1,1,943,https://www.zillow.com/homedetails/1195-Milton-Ter-SE-APT-5205-Atlanta-GA-30315/82620755_zpid/
1195 Monroe Dr NE,33.787397,-84.366892,ATLANTA,GA,30306,710000,263,5,4,2694,https://www.zillow.com/homedetails/1195-Monroe-Dr-NE-Atlanta-GA-30306/35930580_zpid/
1196 Roxboro Cv NE,33.832629,-84.348679,ATLANTA,GA,30324,765000,238,4,4,3209,https://www.zillow.com/homedetails/1196-Roxboro-Cv-NE-Atlanta-GA-30324/35935612_zpid/
1197 Lavista Cir NE,33.813316,-84.34362,ATLANTA,GA,30324,390000,195,3,4,2000,https://www.zillow.com/homedetails/1197-Lavista-Cir-NE-Atlanta-GA-30324/123477672_zpid/
1197 Lavista Cir NE # 0,33.816909,-84.349675,Atlanta,GA,30324,390000,195,3,4,2000,https://www.zillow.com/homedetails/1197-Lavista-Cir-NE-0-Atlanta-GA-30324/2092116367_zpid/
1197 Shoreham Dr,33.610046,-84.429068,ATLANTA,GA,30349,38333,53,3,2,1676,https://www.zillow.com/homedetails/1197-Shoreham-Dr-Atlanta-GA-30349/35794777_zpid/
1198 Edie Ave SE,33.7222,-84.364203,ATLANTA,GA,30312,190900,198,3,1,963,https://www.zillow.com/homedetails/1198-Edie-Ave-SE-Atlanta-GA-30312/35869694_zpid/
1199 Brookhaven Woods Ct NE,33.849218,-84.342165,Brookhaven,GA,30319,425000,204,4,3,2077,https://www.zillow.com/homedetails/1199-Brookhaven-Woods-Ct-NE-Brookhaven-GA-30319/14550931_zpid/
1199 Edie Ave SE,33.722222,-84.364746,ATLANTA,GA,30312,569900,,4,3,--,https://www.zillow.com/homedetails/1199-Edie-Ave-SE-Atlanta-GA-30312/35869680_zpid/
1199 Huff Rd NW UNIT 119,33.789087,-84.427463,ATLANTA,GA,30318,485000,246,2,2.5,1965,https://www.zillow.com/homedetails/1199-Huff-Rd-NW-UNIT-119-Atlanta-GA-30318/92193776_zpid/
1199 Lynhurst Dr SW,33.723081,-84.488545,ATLANTA,GA,30311,180000,99,3,2,1811,https://www.zillow.com/homedetails/1199-Lynhurst-Dr-SW-Atlanta-GA-30311/35870145_zpid/
1199 Mile Post Dr,33.937609,-84.344357,ATLANTA,GA,30338,576000,176,4,2.5,3259,https://www.zillow.com/homedetails/1199-Mile-Post-Dr-Atlanta-GA-30338/14583583_zpid/
12 82,33.874,-84.4665,Atlanta,GA,30339,359000,152,3,3.5,2351,https://www.zillow.com/homedetails/12-82-Atlanta-GA-30339/87689420_zpid/
12 Atlanta Ave SW,33.730277,-84.389282,Atlanta,GA,30315,107000,171,1,1,625,https://www.zillow.com/homedetails/12-Atlanta-Ave-SW-Atlanta-GA-30315/69331030_zpid/
12 Kings Walk NE,33.775091,-84.338484,ATLANTA,GA,30307,458000,210,3,2.5,2178,https://www.zillow.com/homedetails/12-Kings-Walk-NE-Atlanta-GA-30307/14479601_zpid/
12 Queen Anne Pl NW,33.823679,-84.441518,ATLANTA,GA,30318,239000,181,2,3,1320,https://www.zillow.com/homedetails/12-Queen-Anne-Pl-NW-Atlanta-GA-30318/35920686_zpid/
12 Spring Green Pl NW,33.823144,-84.437899,ATLANTA,GA,30318,300000,192,3,3,1560,https://www.zillow.com/homedetails/12-Spring-Green-Pl-NW-Atlanta-GA-30318/35920424_zpid/
12 Vernon Rd NW,33.830725,-84.39096,ATLANTA,GA,30305,2900000,401,5,7,7220,https://www.zillow.com/homedetails/12-Vernon-Rd-NW-Atlanta-GA-30305/35902043_zpid/
120 Alden Ave NW APT C3,33.801069,-84.397279,ATLANTA,GA,30309,136900,188,1,1,725,https://www.zillow.com/homedetails/120-Alden-Ave-NW-APT-C3-Atlanta-GA-30309/35899956_zpid/
120 Alden Ave NW UNIT 2B,33.801069,-84.397279,ATLANTA,GA,30309,146000,181,2,1,805,https://www.zillow.com/homedetails/120-Alden-Ave-NW-UNIT-2B-Atlanta-GA-30309/35899949_zpid/
120 Alden Ave NW UNIT 4A,33.801069,-84.397279,ATLANTA,GA,30309,175000,158,2,1,1103,https://www.zillow.com/homedetails/120-Alden-Ave-NW-UNIT-4A-Atlanta-GA-30309/65442003_zpid/
120 Alden Ave NW UNIT 4B,33.801069,-84.397279,ATLANTA,GA,30309,126000,156,2,1,805,https://www.zillow.com/homedetails/120-Alden-Ave-NW-UNIT-4B-Atlanta-GA-30309/35899960_zpid/
120 Alden Ave NW UNIT 4C,33.801069,-84.397279,ATLANTA,GA,30309,100000,137,1,1,725,https://www.zillow.com/homedetails/120-Alden-Ave-NW-UNIT-4C-Atlanta-GA-30309/35899961_zpid/
120 Biscayne Dr NW APT A1,33.815757,-84.394984,Atlanta,GA,30309,165000,159,2,1.5,1036,https://www.zillow.com/homedetails/120-Biscayne-Dr-NW-APT-A1-Atlanta-GA-30309/35901113_zpid/
120 Biscayne Dr NW APT C8,33.815757,-84.394984,Atlanta,GA,30309,175000,168,2,2,1036,https://www.zillow.com/homedetails/120-Biscayne-Dr-NW-APT-C8-Atlanta-GA-30309/35901136_zpid/
120 Burbank Dr NW,33.758352,-84.429662,ATLANTA,GA,30314,2020000,"2,229",2,1,906,https://www.zillow.com/homedetails/120-Burbank-Dr-NW-Atlanta-GA-30314/35844669_zpid/
"120 Ralph Mcgill Blvd , UNIT 401",33.764604,-84.383747,Atlanta,GA,30308,119000,198,1,1,600,https://www.zillow.com/homedetails/120-Ralph-Mcgill-Blvd-UNIT-401-Atlanta-GA-30308/2112233558_zpid/
120 Ralph Mcgill Blvd NE APT 1001,33.764774,-84.383566,ATLANTA,GA,30308,114900,205,1,1,560,https://www.zillow.com/homedetails/120-Ralph-Mcgill-Blvd-NE-APT-1001-Atlanta-GA-30308/82614257_zpid/
120 Ralph Mcgill Blvd NE APT 1002,33.764708,-84.383721,ATLANTA,GA,30308,160000,199,1,1,803,https://www.zillow.com/homedetails/120-Ralph-Mcgill-Blvd-NE-APT-1002-Atlanta-GA-30308/82617167_zpid/
120 Ralph Mcgill Blvd NE APT 1005,33.764774,-84.383566,ATLANTA,GA,30308,190000,159,1,1,1190,https://www.zillow.com/homedetails/120-Ralph-Mcgill-Blvd-NE-APT-1005-Atlanta-GA-30308/82611928_zpid/
120 Ralph Mcgill Blvd NE APT 1009,33.764774,-84.383566,ATLANTA,GA,30308,154000,189,1,1,813,https://www.zillow.com/homedetails/120-Ralph-Mcgill-Blvd-NE-APT-1009-Atlanta-GA-30308/82611754_zpid/
120 Ralph Mcgill Blvd NE APT 1010,33.764708,-84.383721,ATLANTA,GA,30308,160000,276,1,1,579,https://www.zillow.com/homedetails/120-Ralph-Mcgill-Blvd-NE-APT-1010-Atlanta-GA-30308/82627509_zpid/
120 Ralph Mcgill Blvd NE APT 1104,33.764708,-84.383721,ATLANTA,GA,30308,185000,155,1,1,1190,https://www.zillow.com/homedetails/120-Ralph-Mcgill-Blvd-NE-APT-1104-Atlanta-GA-30308/82616482_zpid/
120 Ralph Mcgill Blvd NE APT 1107,33.764774,-84.383566,ATLANTA,GA,30308,259900,169,2,2,1532,https://www.zillow.com/homedetails/120-Ralph-Mcgill-Blvd-NE-APT-1107-Atlanta-GA-30308/82627744_zpid/
120 Ralph Mcgill Blvd NE APT 1210,33.764708,-84.383721,ATLANTA,GA,30308,115000,197,1,1,581,https://www.zillow.com/homedetails/120-Ralph-Mcgill-Blvd-NE-APT-1210-Atlanta-GA-30308/82619772_zpid/
120 Ralph Mcgill Blvd NE APT 1306,33.764773,-84.383567,ATLANTA,GA,30308,166000,226,1,1,1105,https://www.zillow.com/homedetails/120-Ralph-Mcgill-Blvd-NE-APT-1306-Atlanta-GA-30308/82618834_zpid/
120 Ralph Mcgill Blvd NE APT 1401,33.764708,-84.383721,ATLANTA,GA,30308,119000,212,1,1,560,https://www.zillow.com/homedetails/120-Ralph-Mcgill-Blvd-NE-APT-1401-Atlanta-GA-30308/82626428_zpid/
120 Ralph Mcgill Blvd NE APT 1403,33.764708,-84.383721,ATLANTA,GA,30308,130000,250,1,1,520,https://www.zillow.com/homedetails/120-Ralph-Mcgill-Blvd-NE-APT-1403-Atlanta-GA-30308/82625626_zpid/
120 Ralph Mcgill Blvd NE APT 1510,33.764708,-84.383721,ATLANTA,GA,30308,105000,180,1,1,581,https://www.zillow.com/homedetails/120-Ralph-Mcgill-Blvd-NE-APT-1510-Atlanta-GA-30308/82620682_zpid/
120 Ralph Mcgill Blvd NE APT 1612,33.764708,-84.383721,ATLANTA,GA,30308,123000,224,1,1,549,https://www.zillow.com/homedetails/120-Ralph-Mcgill-Blvd-NE-APT-1612-Atlanta-GA-30308/82626440_zpid/
120 Ralph Mcgill Blvd NE APT 206,33.764773,-84.383567,ATLANTA,GA,30308,157500,153,1,1,1023,https://www.zillow.com/homedetails/120-Ralph-Mcgill-Blvd-NE-APT-206-Atlanta-GA-30308/82621938_zpid/
120 Ralph Mcgill Blvd NE APT 314,33.764774,-84.383566,ATLANTA,GA,30308,123000,223,1,1,551,https://www.zillow.com/homedetails/120-Ralph-Mcgill-Blvd-NE-APT-314-Atlanta-GA-30308/82618748_zpid/
120 Ralph Mcgill Blvd NE APT 505,33.764774,-84.383566,ATLANTA,GA,30308,174000,146,1,1,1190,https://www.zillow.com/homedetails/120-Ralph-Mcgill-Blvd-NE-APT-505-Atlanta-GA-30308/82624336_zpid/
120 Ralph Mcgill Blvd NE APT 604,33.764774,-84.383566,ATLANTA,GA,30308,162000,217,1,1,744,https://www.zillow.com/homedetails/120-Ralph-Mcgill-Blvd-NE-APT-604-Atlanta-GA-30308/82613086_zpid/
120 Ralph Mcgill Blvd NE APT 606,33.764774,-84.383566,ATLANTA,GA,30308,198000,179,1,1,1105,https://www.zillow.com/homedetails/120-Ralph-Mcgill-Blvd-NE-APT-606-Atlanta-GA-30308/82632940_zpid/
120 Ralph Mcgill Blvd NE APT 703,33.764774,-84.383566,ATLANTA,GA,30308,127000,245,1,1,518,https://www.zillow.com/homedetails/120-Ralph-Mcgill-Blvd-NE-APT-703-Atlanta-GA-30308/82627528_zpid/
120 Ralph Mcgill Blvd NE APT 707,33.764708,-84.383721,ATLANTA,GA,30308,183000,162,2,1,1124,https://www.zillow.com/homedetails/120-Ralph-Mcgill-Blvd-NE-APT-707-Atlanta-GA-30308/82623522_zpid/
