title,address,latitude,longitude,city,state,postal_code,price,#bedrooms,#bathrooms,sqft,real estate provider,url
Townhouse For Sale,6520 Road # 35,33.9314,-84.3763,Atlanta,GA,30328,"$179,900 ",3,3,"1,534",,https://www.zillow.com/homedetails/6520-Road-35-Atlanta-GA-30328/55018499_zpid/
House For Sale,605 Dalrymple Rd,33.955489,-84.366563,Sandy Springs,GA,30328,"$459,900 ",6,3,"3,604","Good Shepherd Realty, LLC",https://www.zillow.com/homedetails/605-Dalrymple-Rd-Sandy-Springs-GA-30328/35925910_zpid/
Condo For Sale,6980 Roswell Rd UNIT A4,33.945119,-84.372969,Atlanta,GA,30328,"$240,000 ",3,3,"1,632",Atlantic West Properties LLC,https://www.zillow.com/homedetails/6980-Roswell-Rd-UNIT-A4-Atlanta-GA-30328/98001982_zpid/
New Construction,2009 Wheaton Way # RX0RLM,33.914116,-84.383711,Sandy Springs,GA,30328,"$581,990 ",4,4,"3,050",,https://www.zillow.com/community/atwater/2091711654_zpid/
House For Sale,15 Old Vermont Pl,33.920842,-84.422103,Atlanta,GA,30328,"$1,575,000 ",6,9,"6,216",,https://www.zillow.com/homedetails/15-Old-Vermont-Pl-Atlanta-GA-30328/2090338641_zpid/
Condo For Sale,6940 Roswell Rd UNIT F23,33.944156,-84.373199,Atlanta,GA,30328,"$120,000 ",1,2,"1,000",Mark Spain Real Estate,https://www.zillow.com/homedetails/6940-Roswell-Rd-UNIT-F23-Atlanta-GA-30328/69370338_zpid/
Townhouse For Sale,901 Abernathy Rd APT 2210,33.932684,-84.3611,Sandy Springs,GA,30328,"$275,500 ",2,2,"1,002",,https://www.zillow.com/homedetails/901-Abernathy-Rd-APT-2210-Sandy-Springs-GA-30328/112087177_zpid/
Condo For Sale,346 Drive # 17,33.9314,-84.3763,Atlanta,GA,30328,"$169,900 ",2,2,"1,152",Berkshire Hathaway HomeServices Georgia Properties - Dunwoody Sandy Springs,https://www.zillow.com/homedetails/346-Drive-17-Atlanta-GA-30328/55018370_zpid/
New Construction,740 Abernathy Rd NE # TG6P8W,33.937569,-84.365104,Sandy Springs,GA,30328,"$699,900 ",3,4,"3,576",,https://www.zillow.com/community/aria/2091174279_zpid/
House For Sale,5790 Riverwood Dr,33.924254,-84.397545,Sandy Springs,GA,30328,"$755,000 ",4,4,"3,273","Skylan Realty, LLC",https://www.zillow.com/homedetails/5790-Riverwood-Dr-Sandy-Springs-GA-30328/35905818_zpid/
House For Sale,6311 Hunting Creek Rd,33.926056,-84.375051,Sandy Springs,GA,30328,"$425,000 ",4,3,"2,817",,https://www.zillow.com/homedetails/6311-Hunting-Creek-Rd-Sandy-Springs-GA-30328/2146342955_zpid/
Condo For Sale,346 Carpenter Dr,33.913765,-84.376377,Atlanta,GA,30328,"$169,900 ",2,2,"1,152",Berkshire Hathaway HomeServices Georgia Properties - Dunwoody Sandy Springs,https://www.zillow.com/homedetails/346-Carpenter-Dr-Atlanta-GA-30328/2103140567_zpid/
House For Sale,6311 Hunting Creek Rd NE,33.927378,-84.375094,Sandy Springs,GA,30328,"$425,000 ",4,3,"2,817",,https://www.zillow.com/homedetails/6311-Hunting-Creek-Rd-NE-Sandy-Springs-GA-30328/2144721662_zpid/
House For Sale,6260 River Overlook Dr,33.928361,-84.419125,Atlanta,GA,30328,"$669,000 ",4,5,"4,159",,https://www.zillow.com/homedetails/6260-River-Overlook-Dr-Atlanta-GA-30328/35912805_zpid/
House For Sale,5830 Kayron Dr,33.9141,-84.373299,Atlanta,GA,30328,"$529,900 ",4,3,"2,295",,https://www.zillow.com/homedetails/5830-Kayron-Dr-Atlanta-GA-30328/35935544_zpid/
New Construction,740 Abernathy Rd NE # H139LC,33.937569,-84.365104,Sandy Springs,GA,30328,"$684,900 ",2,3,"3,085",,https://www.zillow.com/community/aria/2090530253_zpid/
Townhouse For Sale,7325 Highland Blf,33.952067,-84.365717,Atlanta,GA,30328,"$360,000 ",3,4,"1,524",,https://www.zillow.com/homedetails/7325-Highland-Blf-Atlanta-GA-30328/123479215_zpid/
House For Sale,110 Bowline Cir,33.943217,-84.398668,Sandy Springs,GA,30328,"$650,000 ",5,5,"3,914",Berkshire Hathaway HomeServices Georgia Properties - Dunwoody Sandy Springs,https://www.zillow.com/homedetails/110-Bowline-Cir-Sandy-Springs-GA-30328/35905107_zpid/
Condo For Sale,246 Le Gran Bnd,33.91885,-84.383389,Atlanta,GA,30328,"$339,900 ",2,3,"1,648",RE/MAX Metro Atlanta Cityside,https://www.zillow.com/homedetails/246-Le-Gran-Bnd-Atlanta-GA-30328/71753044_zpid/
Condo For Sale,795 Drive # 1712,33.9187,-84.359,Sandy Springs,GA,30328,"$159,800 ",1,1,769,Atlanta Communities,https://www.zillow.com/homedetails/795-Drive-1712-Sandy-Springs-GA-30328/55017867_zpid/
House For Sale,375 Crosstree Ln,33.94352,-84.401484,Atlanta,GA,30328,"$749,000 ",5,6,"5,024",Atlanta Neighborhood Realty,https://www.zillow.com/homedetails/375-Crosstree-Ln-Atlanta-GA-30328/35905116_zpid/
Condo For Sale,1603 Brighton Pt,33.957068,-84.366748,Atlanta,GA,30328,"$185,000 ",2,2,"1,425",Coldwell Banker Residential Brokerage - Perimeter,https://www.zillow.com/homedetails/1603-Brighton-Pt-Atlanta-GA-30328/69383142_zpid/
House For Sale,490 Gerry Ln,33.914104,-84.37121,Sandy Springs,GA,30328,"$539,000 ",4,3,"2,988",Atlanta Communities,https://www.zillow.com/homedetails/490-Gerry-Ln-Sandy-Springs-GA-30328/35935485_zpid/
New Construction,2009 Wheaton Way # 2F1TKV,33.914116,-84.383711,Sandy Springs,GA,30328,"$597,990 ",4,3,"2,675",,https://www.zillow.com/community/atwater/2096651304_zpid/
New Construction,740 Abernathy Rd NE # IJ0VHH,33.937569,-84.365104,Sandy Springs,GA,30328,"$999,900 ",3,3.5,"2,947",,https://www.zillow.com/community/aria/2094925448_zpid/
Townhouse For Sale,751 Berrydale Dr,33.930921,-84.360266,Atlanta,GA,30328,"$279,900 ",2,2,"1,160",Atlanta Fine Homes Sotheby's International Realty,https://www.zillow.com/homedetails/751-Berrydale-Dr-Atlanta-GA-30328/2090439079_zpid/
House For Sale,6400 Blackwater Trl,33.939562,-84.401198,Atlanta,GA,30328,"$799,000 ",5,4,"3,643",,https://www.zillow.com/homedetails/6400-Blackwater-Trl-Atlanta-GA-30328/35904950_zpid/
New Construction,740 Abernathy Rd NE # 3RKQY5,33.937569,-84.365104,Sandy Springs,GA,30328,"$344,900 ",1,2,"1,092",,https://www.zillow.com/community/aria/2092589837_zpid/
New Construction,740 Abernathy Rd NE # CKUFX3,33.937569,-84.365104,Sandy Springs,GA,30328,"$409,900 ",1,3,"1,633",,https://www.zillow.com/community/aria/2092589838_zpid/
New Construction,765 Old Post Rd,33.917692,-84.411404,Atlanta,GA,30328,"$1,950,000 ",5,6,"4,529",,https://www.zillow.com/homedetails/765-Old-Post-Rd-Atlanta-GA-30328/35912341_zpid/
Condo For Sale,6980 Roswell Rd UNIT M2,33.945119,-84.372969,Sandy Springs,GA,30328,"$276,000 ",3,3,"1,633","BETTER HOMES GA PROPERTIES , LLC",https://www.zillow.com/homedetails/6980-Roswell-Rd-UNIT-M2-Sandy-Springs-GA-30328/97995708_zpid/
New Construction,2009 Wheaton Way # T6DKXK,33.914116,-84.383711,Sandy Springs,GA,30328,"$593,990 ",4,4.5,"3,200",,https://www.zillow.com/community/atwater/2096324048_zpid/
House For Sale,630 Heards Ferry Rd,33.918591,-84.40799,Sandy Springs,GA,30328,"$1,550,000 ",6,8,"7,756",Atlanta Fine Homes Sotheby's International Realty,https://www.zillow.com/homedetails/630-Heards-Ferry-Rd-Sandy-Springs-GA-30328/55019740_zpid/
House For Sale,3000 River North Pkwy,33.949606,-84.396931,Sandy Springs,GA,30328,"$699,000 ",5,5,"4,480",Berkshire Hathaway HomeServices Georgia Properties - Midtown Office,https://www.zillow.com/homedetails/3000-River-North-Pkwy-Sandy-Springs-GA-30328/35904821_zpid/
House For Sale,930 Manchester Pl,33.915478,-84.391106,Sandy Springs,GA,30328,"$560,000 ",4,4,"4,181",EXP Realty LLC,https://www.zillow.com/homedetails/930-Manchester-Pl-Sandy-Springs-GA-30328/35903673_zpid/
House For Sale,6830 Sunny Brook Ln,33.941322,-84.379717,Sandy Springs,GA,30328,"$435,000 ",4,3,"1,864",PalmerHouse Properties,https://www.zillow.com/homedetails/6830-Sunny-Brook-Ln-Sandy-Springs-GA-30328/35939380_zpid/
Condo For Sale,422 Jefferson Cir,33.946267,-84.363278,Atlanta,GA,30328,"$415,000 ",3,3,"2,100",Ansley Atlanta Real Estate,https://www.zillow.com/homedetails/422-Jefferson-Cir-Atlanta-GA-30328/35925969_zpid/
House For Sale,165 Windsor Cv,33.930137,-84.387433,Sandy Springs,GA,30328,"$799,000 ",5,5,"4,388",,https://www.zillow.com/homedetails/165-Windsor-Cv-Sandy-Springs-GA-30328/65470056_zpid/
New Construction,606 Esfun Trce,33.924366,-84.367172,Atlanta,GA,30328,"$995,000 ",5,5,"3,868",,https://www.zillow.com/homedetails/606-Esfun-Trce-Atlanta-GA-30328/2090503395_zpid/
House For Sale,220 River Court Pkwy,33.945859,-84.391725,Sandy Springs,GA,30328,"$725,000 ",4,6,"6,000",,https://www.zillow.com/homedetails/220-River-Court-Pkwy-Sandy-Springs-GA-30328/35904836_zpid/
Condo For Sale,300 Halah Cir,33.917889,-84.364814,Sandy Springs,GA,30328,"$429,900 ",3,3,"1,764",Coldwell Banker Residential Brokerage - Buckhead West Paces Ferry,https://www.zillow.com/homedetails/300-Halah-Cir-Sandy-Springs-GA-30328/35926497_zpid/
House For Sale,275 Crosstree Ln,33.945426,-84.398029,Sandy Springs,GA,30328,"$550,000 ",4,5,"3,825",Dorsey Alston Realtors,https://www.zillow.com/homedetails/275-Crosstree-Ln-Sandy-Springs-GA-30328/35904575_zpid/
Condo For Sale,7150 Stonington Dr,33.948596,-84.372713,Sandy Springs,GA,30328,"$190,000 ",2,3,"1,474",Optimus Real Estate Brokers Inc,https://www.zillow.com/homedetails/7150-Stonington-Dr-Sandy-Springs-GA-30328/35937695_zpid/
Condo For Sale,901 Abernathy Rd APT 1170,33.932684,-84.3611,Atlanta,GA,30328,"$264,900 ",2,2,"1,002",Berkshire Hathaway HomeServices Georgia Properties - Buckhead Office,https://www.zillow.com/homedetails/901-Abernathy-Rd-APT-1170-Atlanta-GA-30328/112433331_zpid/
Condo For Sale,901 Abernathy Rd APT 5290,33.932684,-84.3611,Atlanta,GA,30328,"$349,800 ",2,2,"1,272",Virtual Properties Realty.com,https://www.zillow.com/homedetails/901-Abernathy-Rd-APT-5290-Atlanta-GA-30328/112087206_zpid/
House For Sale,720 Heards Ferry Rd,33.918666,-84.410405,Sandy Springs,GA,30328,"$5,399,000 ",11,14,"19,000",BEACHAM AND COMPANY REALTORS,https://www.zillow.com/homedetails/720-Heards-Ferry-Rd-Sandy-Springs-GA-30328/35912366_zpid/
House For Sale,570 Valley Ln,33.917986,-84.368058,Sandy Springs,GA,30328,"$519,900 ",3,2,"2,112",Berkshire Hathaway HomeServices Georgia Properties - Midtown Office,https://www.zillow.com/homedetails/570-Valley-Ln-Sandy-Springs-GA-30328/35935353_zpid/
Condo For Sale,725 Dalrymple Rd UNIT 5H,33.954471,-84.363731,Sandy Springs,GA,30328,"$122,000 ",2,2,"1,048",PalmerHouse Properties & Assoc,https://www.zillow.com/homedetails/725-Dalrymple-Rd-UNIT-5H-Sandy-Springs-GA-30328/35925883_zpid/
New Construction,3021 Eamont Ter,33.914116,-84.383711,Sandy Springs,GA,30328,"$685,650 ",4,4,"2,900",,https://www.zillow.com/homedetails/3021-Eamont-Ter-Sandy-Springs-GA-30328/2090578899_zpid/
New Construction,3009 Eamont Ter,33.914116,-84.383711,Sandy Springs,GA,30328,"$691,510 ",4,4,"2,900",,https://www.zillow.com/homedetails/3009-Eamont-Ter-Sandy-Springs-GA-30328/2090578897_zpid/
New Construction,2072 Wheaton Way,33.914116,-84.383711,Sandy Springs,GA,30328,"$698,000 ",4,4,"3,050",,https://www.zillow.com/homedetails/2072-Wheaton-Way-Sandy-Springs-GA-30328/2090578902_zpid/
New Construction,2070 Wheaton Way,33.914116,-84.383711,Sandy Springs,GA,30328,"$679,740 ",4,4,"3,050",,https://www.zillow.com/homedetails/2070-Wheaton-Way-Sandy-Springs-GA-30328/2090578896_zpid/
New Construction,3011 Eamont Ter,33.914116,-84.383711,Sandy Springs,GA,30328,"$690,745 ",4,4,"2,900",,https://www.zillow.com/homedetails/3011-Eamont-Ter-Sandy-Springs-GA-30328/2090578898_zpid/
New Construction,2068 Wheaton Way,33.914116,-84.383711,Sandy Springs,GA,30328,"$675,115 ",4,4,"3,050",,https://www.zillow.com/homedetails/2068-Wheaton-Way-Sandy-Springs-GA-30328/2090578901_zpid/
New Construction,3019 Eamont Ter,33.914116,-84.383711,Sandy Springs,GA,30328,"$686,975 ",4,4,"2,900",,https://www.zillow.com/homedetails/3019-Eamont-Ter-Sandy-Springs-GA-30328/2090578900_zpid/
Townhouse For Sale,7390 Glisten Ave,33.953099,-84.365214,Atlanta,GA,30328,"$360,000 ",3,4,"1,811",Chapman Hall Realtors Prof.,https://www.zillow.com/homedetails/7390-Glisten-Ave-Atlanta-GA-30328/2092931213_zpid/
New Construction,740 Abernathy Rd NE # CK52S4,33.937569,-84.365104,Sandy Springs,GA,30328,"$859,900 ",4,3.5,"3,682",,https://www.zillow.com/community/aria/2094950499_zpid/
Townhouse For Sale,7390 Glisten Ave # 84,33.953099,-84.365214,Atlanta,GA,30328,"$360,000 ",3,4,"1,811",,https://www.zillow.com/homedetails/7390-Glisten-Ave-84-Atlanta-GA-30328/121352027_zpid/
House For Sale,487 Cambridge Way,33.957538,-84.373262,Sandy Springs,GA,30328,"$579,000 ",4,5,"2,923",,https://www.zillow.com/homedetails/487-Cambridge-Way-Sandy-Springs-GA-30328/35938028_zpid/
House For Sale,775 Glenairy Dr,33.923294,-84.362288,Atlanta,GA,30328,"$750,000 ",3,3,"2,800",Dorsey Alston Realtors,https://www.zillow.com/homedetails/775-Glenairy-Dr-Atlanta-GA-30328/35926252_zpid/
Condo For Sale,795 Drive # 1710,33.9187,-84.359,Sandy Springs,GA,30328,"$106,900 ",1,1,447,"Worldcap Solutions, LLC",https://www.zillow.com/homedetails/795-Drive-1710-Sandy-Springs-GA-30328/55017865_zpid/
House For Sale,6345 River Overlook Dr,33.928288,-84.415262,Atlanta,GA,30328,"$800,000 ",4,4,"2,853",,https://www.zillow.com/homedetails/6345-River-Overlook-Dr-Atlanta-GA-30328/35912695_zpid/
House For Sale,170 Marsh Glen Pt,33.94359,-84.39567,Atlanta,GA,30328,"$599,000 ",4,4,"3,758",,https://www.zillow.com/homedetails/170-Marsh-Glen-Pt-Atlanta-GA-30328/35904545_zpid/
House For Sale,200 Hunters Trace Ln,33.943922,-84.348491,Sandy Springs,GA,30328,"$585,000 ",5,3,"3,359",,https://www.zillow.com/homedetails/200-Hunters-Trace-Ln-Sandy-Springs-GA-30328/35919598_zpid/
New Construction,229 Belle Ln # 5,33.9136,-84.381,Sandy Springs,GA,30328,"$984,900 ",5,6,"4,089",Engel & Volkers Buckhead Atl.,https://www.zillow.com/homedetails/229-Belle-Ln-5-Sandy-Springs-GA-30328/2090615278_zpid/
New Construction,6442 Canopy Dr,33.932597,-84.36738,Sandy Springs,GA,30328,"$415,800 ",2,3,"1,600",,https://www.zillow.com/homedetails/6442-Canopy-Dr-Sandy-Springs-GA-30328/2090616831_zpid/
House For Sale,7445 Old Maine Trl,33.95847,-84.371759,Sandy Springs,GA,30328,"$499,000 ",4,3,"2,942",Dorsey Alston Realtors,https://www.zillow.com/homedetails/7445-Old-Maine-Trl-Sandy-Springs-GA-30328/35937973_zpid/
Condo For Sale,795 Drive # 413,33.9187,-84.359,Atlanta,GA,30328,"$219,777 ",2,2,"1,109",RE/MAX Around Atlanta,https://www.zillow.com/homedetails/795-Drive-413-Atlanta-GA-30328/55017712_zpid/
House For Sale,6115 River Chase Cir,33.921072,-84.430607,Atlanta,GA,30328,"$850,000 ",5,6,"5,708",RE/MAX Around Atlanta,https://www.zillow.com/homedetails/6115-River-Chase-Cir-Atlanta-GA-30328/35919310_zpid/
Condo For Sale,5941 Reddington Way,33.918414,-84.384375,Sandy Springs,GA,30328,"$465,000 ",3,4,"2,600",,https://www.zillow.com/homedetails/5941-Reddington-Way-Sandy-Springs-GA-30328/65467674_zpid/
New Construction,740 Abernathy Rd NE # 86GWV0,33.937569,-84.365104,Sandy Springs,GA,30328,"$369,900 ",1,2,"1,121",,https://www.zillow.com/community/aria/2092589836_zpid/
New Construction,6649 Cadence Blvd,33.9314,-84.3763,Sandy Springs,GA,30328,"$859,000 ",4,5,"3,922",RE/MAX Around Atlanta,https://www.zillow.com/homedetails/6649-Cadence-Blvd-Sandy-Springs-GA-30328/2090633509_zpid/
Condo For Sale,7410 Glisten Ave,33.953112,-84.363978,Atlanta,GA,30328,"$365,000 ",3,4,"1,811",,https://www.zillow.com/homedetails/7410-Glisten-Ave-Atlanta-GA-30328/121352533_zpid/
Townhouse For Sale,7410 Glisten Ave # 7410,33.953044,-84.364644,Sandy Springs,GA,30328,"$365,000 ",3,4,"1,811",,https://www.zillow.com/homedetails/7410-Glisten-Ave-7410-Sandy-Springs-GA-30328/2090634142_zpid/
New Construction,6649 Cadence Blvd # 6649,33.9314,-84.3763,Sandy Springs,GA,30328,"$859,000 ",4,5,"3,922",RE/MAX AROUND ATLANTA REALTY,https://www.zillow.com/homedetails/6649-Cadence-Blvd-6649-Sandy-Springs-GA-30328/2090635411_zpid/
Townhouse For Sale,6520 Road # 9,33.9314,-84.3763,Atlanta,GA,30328,"$175,000 ",3,3,"1,534","HOUSEITGOING, LLC",https://www.zillow.com/homedetails/6520-Road-9-Atlanta-GA-30328/55018473_zpid/
House For Sale,6480 River Chase Cir,33.921276,-84.424294,Sandy Springs,GA,30328,"$1,000,000 ",6,6,"6,217",,https://www.zillow.com/homedetails/6480-River-Chase-Cir-Sandy-Springs-GA-30328/35912967_zpid/
House For Sale,320 Landfall Rd,33.942446,-84.402741,Sandy Springs,GA,30328,"$377,000 ",4,3,"2,903",,https://www.zillow.com/homedetails/320-Landfall-Rd-Sandy-Springs-GA-30328/35905094_zpid/
Condo For Sale,901 Abernathy Rd APT 6130,33.932684,-84.3611,Atlanta,GA,30328,"$267,500 ",2,2,"1,002",,https://www.zillow.com/homedetails/901-Abernathy-Rd-APT-6130-Atlanta-GA-30328/112087211_zpid/
New Construction,2009 Wheaton Way # MTJ4C8,33.914116,-84.383711,Sandy Springs,GA,30328,"$617,990 ",4,3.5,"2,675",,https://www.zillow.com/community/atwater/2096260019_zpid/
Condo For Sale,300 Francyne Ct,33.91814,-84.364413,Sandy Springs,GA,30328,"$439,900 ",3,3,"2,853",Coldwell Banker Residential Brokerage - Buckhead West Paces Ferry,https://www.zillow.com/homedetails/300-Francyne-Ct-Sandy-Springs-GA-30328/35926509_zpid/
House For Sale,150 N Mill Rd,33.943988,-84.391471,Sandy Springs,GA,30328,"$675,000 ",4,4,"3,800",,https://www.zillow.com/homedetails/150-N-Mill-Rd-Sandy-Springs-GA-30328/35904694_zpid/
New Construction,6709 Cadence Blvd,33.937509,-84.36242,Sandy Springs,GA,30328,"$359,900 ",1,2,"1,092",,https://www.zillow.com/homedetails/6709-Cadence-Blvd-Sandy-Springs-GA-30328/2090694939_zpid/
House For Sale,145 Barnard Pl,33.938561,-84.392586,Sandy Springs,GA,30328,"$689,900 ",5,5,"5,500",RE/MAX PURE,https://www.zillow.com/homedetails/145-Barnard-Pl-Sandy-Springs-GA-30328/35904602_zpid/
New Construction,740 Abernathy Rd NE # PS1PAN,33.937569,-84.365104,Sandy Springs,GA,30328,"$569,900 ",3,3.5,"2,171",,https://www.zillow.com/community/aria/2094950512_zpid/
House For Sale,435 Ferry Lndg,33.926206,-84.424938,Sandy Springs,GA,30328,"$1,450,000 ",6,6,"11,242",Coldwell Banker Residential Brokerage - Sandy Springs,https://www.zillow.com/homedetails/435-Ferry-Lndg-Sandy-Springs-GA-30328/35919400_zpid/
Condo For Sale,7110 Stonington Dr,33.948596,-84.372713,Sandy Springs,GA,30328,"$229,900 ",3,3,"1,794",,https://www.zillow.com/homedetails/7110-Stonington-Dr-Sandy-Springs-GA-30328/35937667_zpid/
New Construction,229 Belle Ln,33.9136,-84.381,Sandy Springs,GA,30328,"$984,900 ",5,6,"4,089",ENGEL & VOLKERS BUCKHEAD ATLANTA,https://www.zillow.com/homedetails/229-Belle-Ln-Sandy-Springs-GA-30328/2090714800_zpid/
House For Sale,1160 Winding Creek Trl,33.92815,-84.406712,Sandy Springs,GA,30328,"$699,000 ",4,4,"3,500",,https://www.zillow.com/homedetails/1160-Winding-Creek-Trl-Sandy-Springs-GA-30328/35912642_zpid/
House For Sale,705 Glengate Pl,33.934041,-84.369451,Sandy Springs,GA,30328,"$950,000 ",6,5,"5,741",Dorsey Alston Realtors,https://www.zillow.com/homedetails/705-Glengate-Pl-Sandy-Springs-GA-30328/65467540_zpid/
House For Sale,7160 Twin Branch Rd,33.950815,-84.349613,Sandy Springs,GA,30328,"$515,000 ",4,3,"2,879",Atlanta Fine Homes Sotheby's International Realty,https://www.zillow.com/homedetails/7160-Twin-Branch-Rd-Sandy-Springs-GA-30328/35919553_zpid/
New Construction,6442 Canopy Dr # 604,33.9326,-84.3681,Sandy Springs,GA,30328,"$415,800 ",2,3,"1,600","Ashton Woods Realty, Llc",https://www.zillow.com/homedetails/6442-Canopy-Dr-604-Sandy-Springs-GA-30328/2090729958_zpid/
House For Sale,1271 Heards Ferry Rd,33.918697,-84.429409,Sandy Springs,GA,30328,"$985,000 ",5,6,"5,963",,https://www.zillow.com/homedetails/1271-Heards-Ferry-Rd-Sandy-Springs-GA-30328/35919515_zpid/
New Construction,6500 Aria Village Dr,33.93632,-84.384085,Sandy Springs,GA,30328,"$725,277 ",3,4,"3,576",,https://www.zillow.com/homedetails/6500-Aria-Village-Dr-Sandy-Springs-GA-30328/2090768276_zpid/
Townhouse For Sale,82 Forrest Pl,33.918268,-84.385981,Sandy Springs,GA,30328,"$346,900 ",3,3,"2,113",TOTAL REALTY USA INC,https://www.zillow.com/homedetails/82-Forrest-Pl-Sandy-Springs-GA-30328/35939912_zpid/
New Construction,6500 Aria Village Dr # 613,33.9358,-84.3649,Sandy Springs,GA,30328,"$725,277 ",3,4,"3,576","Ashton Woods Realty, Llc",https://www.zillow.com/homedetails/6500-Aria-Village-Dr-613-Sandy-Springs-GA-30328/2090797544_zpid/
New Construction,6441 Lucent Ln,33.930316,-84.367597,Sandy Springs,GA,30328,"$697,049 ",3,4,"3,157",,https://www.zillow.com/homedetails/6441-Lucent-Ln-Sandy-Springs-GA-30328/2090798241_zpid/
New Construction,2066 Wheaton Way,33.914116,-84.383711,Sandy Springs,GA,30328,"$684,100 ",4,4,"3,050",,https://www.zillow.com/homedetails/2066-Wheaton-Way-Sandy-Springs-GA-30328/2090815342_zpid/
New Construction,2060 Wheaton Way,33.914116,-84.383711,Sandy Springs,GA,30328,"$707,370 ",4,4,"3,050",,https://www.zillow.com/homedetails/2060-Wheaton-Way-Sandy-Springs-GA-30328/2090815341_zpid/
New Construction,6494 Canopy Dr,33.932597,-84.36738,Sandy Springs,GA,30328,"$924,900 ",5,4,"3,535",,https://www.zillow.com/homedetails/6494-Canopy-Dr-Sandy-Springs-GA-30328/2090822217_zpid/
New Construction,6490 Canopy Dr,33.932597,-84.36738,Sandy Springs,GA,30328,"$889,900 ",4,4,"3,221",,https://www.zillow.com/homedetails/6490-Canopy-Dr-Sandy-Springs-GA-30328/2090822218_zpid/
House For Sale,6105 Glenridge Dr,33.92202,-84.366737,Atlanta,GA,30328,"$649,500 ",4,2,"2,198",,https://www.zillow.com/homedetails/6105-Glenridge-Dr-Atlanta-GA-30328/35926211_zpid/
House For Sale,6125 Riverside Dr,33.922916,-84.406084,Sandy Springs,GA,30328,"$775,000 ",4,4,"3,631",,https://www.zillow.com/homedetails/6125-Riverside-Dr-Sandy-Springs-GA-30328/35905859_zpid/
House For Sale,6329 Long Island Ct,33.927728,-84.388156,Sandy Springs,GA,30328,"$434,000 ",3,1,"1,584","Drake Realty, Inc.",https://www.zillow.com/homedetails/6329-Long-Island-Ct-Sandy-Springs-GA-30328/35904105_zpid/
New Construction,6461 Meridian Way,33.937507,-84.363288,Sandy Springs,GA,30328,"$842,198 ",5,4,"3,432","Ashton Woods Realty, Llc",https://www.zillow.com/homedetails/6461-Meridian-Way-Sandy-Springs-GA-30328/2091420978_zpid/
New Construction,3024 Eamont Ter,33.914116,-84.383711,Sandy Springs,GA,30328,"$781,997 ",5,5,"3,000",,https://www.zillow.com/homedetails/3024-Eamont-Ter-Sandy-Springs-GA-30328/2094537021_zpid/
New Construction,3030 Eamont Ter,33.914116,-84.383711,Sandy Springs,GA,30328,"$778,240 ",5,5,"3,000",,https://www.zillow.com/homedetails/3030-Eamont-Ter-Sandy-Springs-GA-30328/2094537020_zpid/
New Construction,6475 Canopy Dr,33.932597,-84.36738,Sandy Springs,GA,30328,"$839,900 ",4,4,"3,221",,https://www.zillow.com/homedetails/6475-Canopy-Dr-Sandy-Springs-GA-30328/2090859488_zpid/
Condo For Sale,300 Johnson Ferry Rd NE UNIT A809,33.925677,-84.376933,Atlanta,GA,30328,"$118,000 ",1,1,760,BHGRE Metro Brokers,https://www.zillow.com/homedetails/300-Johnson-Ferry-Rd-NE-UNIT-A809-Atlanta-GA-30328/35936462_zpid/
House For Sale,1725 Winterthur Close,33.912123,-84.441615,Sandy Springs,GA,30328,"$1,449,000 ",5,5,"6,398",BEACHAM AND COMPANY REALTORS,https://www.zillow.com/homedetails/1725-Winterthur-Close-Sandy-Springs-GA-30328/35919292_zpid/
Condo For Sale,6430 Chariot St,33.930921,-84.360266,Atlanta,GA,30328,"$289,600 ",2,3,"1,201",All Around Realty LLC,https://www.zillow.com/homedetails/6430-Chariot-St-Atlanta-GA-30328/98007042_zpid/
House For Sale,315 W Spalding Dr,33.947705,-84.37691,Atlanta,GA,30328,"$482,000 ",5,4,"2,682",,https://www.zillow.com/homedetails/315-W-Spalding-Dr-Atlanta-GA-30328/35937504_zpid/
House For Sale,265 Glen Meadow Ct,33.940606,-84.3505,Sandy Springs,GA,30328,"$650,000 ",4,5,"5,024",,https://www.zillow.com/homedetails/265-Glen-Meadow-Ct-Sandy-Springs-GA-30328/35917981_zpid/
Condo For Sale,799 Hammond Dr UNIT 219,33.917487,-84.3594,Sandy Springs,GA,30328,"$247,000 ",2,2,"1,124",,https://www.zillow.com/homedetails/799-Hammond-Dr-UNIT-219-Sandy-Springs-GA-30328/69378559_zpid/
House For Sale,185 River North Ct,33.948207,-84.397105,Sandy Springs,GA,30328,"$575,000 ",5,6,"3,945",,https://www.zillow.com/homedetails/185-River-North-Ct-Sandy-Springs-GA-30328/35904766_zpid/
Condo For Sale,300 Johnson Ferry Rd NE,33.925743,-84.376914,Sandy Springs,GA,30328,"$89,900 ",1,1,760,BHGRE Metro Brokers,https://www.zillow.com/homedetails/300-Johnson-Ferry-Rd-NE-Sandy-Springs-GA-30328/2121131305_zpid/
House For Sale,6315 River Overlook Dr,33.927864,-84.416579,Sandy Springs,GA,30328,"$749,000 ",5,4,"2,999",,https://www.zillow.com/homedetails/6315-River-Overlook-Dr-Sandy-Springs-GA-30328/35912792_zpid/
House For Sale,635 River Valley Rd,33.925745,-84.406942,Atlanta,GA,30328,"$799,900 ",4,5,"2,704",,https://www.zillow.com/homedetails/635-River-Valley-Rd-Atlanta-GA-30328/35912413_zpid/
